1575262770264,64.4,24
1575262731456,64.4,24.1
1575262675500,64.4,24
1575262661393,64.4,24
1575262638804,64.5,24.1
1575262635255,64.6,24
1575262586475,64.5,24.1
1575262568312,64.4,24
1575262560834,64.5,24.1
1575262546226,64.4,24.1
1575262508484,64.5,24
1575262505252,64.6,24.1
1575262490899,64.6,24
1575262402351,64.4,24.1
1575262291649,64.6,24
1575262135002,64.4,24.1
1575262118795,64.4,24
1575262074582,64.4,24.1
1575262067188,64.4,24.1
1575262041507,64.5,24
1575261984148,64.3,24
1575261957667,64.2,24.1
1575261934521,64.3,24.1
1575261890888,64.3,24.1
1575261727140,64.1,24.2
1575261688458,64.2,24.1
1575261681399,64.2,24.2
1575261670609,64.2,24.1
1575261620746,64.1,24.1
1575261500746,64.2,24.1
1575261485007,64.1,24.1
1575261434023,64.1,24.2
1575261423810,64.1,24.1
1575261420401,64.2,24.1
1575261354694,64.3,24.1
1575261325632,64.2,24.2
1575261196517,64.3,24.2
1575260992448,64,24.2
1575260907373,63.9,24.1
1575260776573,63.9,24.3
1575260646289,63.8,24.3
1575260638556,63.8,24.2
1575260610084,64,24.2
1575260596398,63.8,24.2
1575260582333,63.8,24.1
1575260575356,63.8,24.2
1575260525857,63.9,24.2
1575260506517,63.8,24.2
1575260485005,63.8,24.2
1575260463774,63.8,24.2
1575260307595,63.9,24.3
1575260265162,63.8,24.3
1575260234129,63.8,24.2
1575260223745,63.9,24.2
1575260151472,63.8,24.3
1575260131878,63.9,24.3
1575260118391,63.9,24.3
1575260073383,63.8,24.3
1575260062839,63.8,24.2
1575260055929,63.9,24.2
1575259971340,63.9,24.3
1575259938774,63.8,24.3
1575259767872,63.7,24.3
1575259667034,63.7,24.2
1575259623379,63.6,24.2
1575259499497,63.5,24.3
1575259392777,63.4,24.3
1575259385513,63.4,24.2
1575259179497,63.2,24.3
1575259172427,63.3,24.3
1575258712865,63.2,24.4
1575258698829,63.3,24.4
1575258681077,63.1,24.3
1575258670955,63.1,24.4
1575258584771,63.2,24.4
1575258489364,63.1,24.3
1575258480798,63.3,24.4
1575258389314,62.9,24.3
1575258385979,62.9,24.4
1575258318027,63,24.4
1575258314573,63,24.3
1575258285167,62.9,24.4
1575258192542,62.9,24.3
1575258149932,62.8,24.3
1575258096679,62.9,24.4
1575257997631,62.6,24.3
1575257954855,62.8,24.3
1575257947760,62.8,24.4
1575257902296,62.7,24.5
1575257880882,62.7,24.4
1575257864076,62.8,24.3
1575257650731,62.6,24.4
1575257592405,62.6,24.5
1575257545926,62.5,24.3
1575257482594,62.6,24.5
1575257445673,62.6,24.4
1575257435230,62.6,24.5
1575257319771,62.5,24.4
1575257281741,62.4,24.5
1575257245614,62.4,24.4
1575257227797,62.3,24.5
1575257099815,62.2,24.4
1575257050626,62.2,24.4
1575256968938,62.2,24.4
1575256956609,62.3,24.5
1575256900333,62.3,24.4
1575256838800,62.4,24.5
1575256828337,62.4,24.5
1575256817918,62.3,24.4
1575256783980,62.4,24.4
1575256766522,62.5,24.5
1575256731837,62.4,24.4
1575256716177,62.5,24.4
1575256668195,62.5,24.4
1575256653173,62.4,24.4
1575256635127,62.4,24.4
1575256436566,62.2,24.5
1575256401081,62.2,24.5
1575256389830,62.3,24.4
1575256351616,62.1,24.4
1575256237616,62.1,24.4
1575256086024,62.6,24.5
1575256005634,62.8,24.5
1575255966232,62.3,24.5
1575255901351,62.4,24.5
1575255897377,62.4,24.5
1575255838884,62.1,24.5
1575255738243,61.5,24.5
1575255562028,61.7,24.6
1575255449474,61.8,24.6
1575255382270,61.9,24.6
1575255358020,61.8,24.5
1575255285745,61.9,24.6
1575255271707,61.8,24.6
1575255246073,61.8,24.6
1575255209440,61.8,24.6
1575255205938,61.7,24.6
1575255177571,61.6,24.6
1575255144871,61.6,24.6
1575255124076,61.8,24.7
1575255096849,61.8,24.6
1575255044979,61.8,24.6
1575254926502,61.7,24.7
1575254919778,61.9,24.7
1575254912869,61.8,24.7
1575254843967,61.7,24.5
1575254714114,61.8,24.6
1575254653761,62.1,24.6
1575254463635,62.4,24.7
1575254290905,62.5,24.6
1575254254669,62.5,24.6
1575254114808,62.4,24.7
1575253986571,62.4,24.6
1575253948757,62.5,24.6
1575253941486,62.4,24.5
1575253808852,62.5,24.6
1575253787059,62.4,24.5
1575253769546,62.4,24.6
1575253696777,62.8,24.6
1575253601904,62.9,24.6
1575253579313,62.8,24.6
1575253524677,63.2,24.6
1575253493302,63.2,24.6
1575253447878,63.1,24.6
1575253368383,62.8,24.6
1575253318212,62.7,24.6
1575253293396,62.7,24.7
1575253188998,62.2,24.7
1575253130178,62.4,24.6
1575253096379,62.6,24.6
1575253073106,62.9,24.6
1575252962176,63.1,24.6
1575252936443,63,24.6
1575252925957,63,24.6
1575252891069,62.9,24.6
1575252873500,62.8,24.7
1575252740240,62.5,24.7
1575252663571,62.3,24.7
1575252596119,62.1,24.7
1575252567926,62.3,24.8
1575252501160,62.2,24.8
1575252365990,62,24.9
1575252362331,61.9,24.8
1575252348553,61.9,24.8
1575252341333,61.9,24.8
1575252320325,62.2,24.8
1575252294913,62,24.9
1575251932959,61.6,24.9
1575251915584,61.5,24.9
1575251904962,61.6,24.9
1575251872067,61.3,24.9
1575251858229,61.4,24.9
1575251764340,61.2,24.9
1575251756998,61.3,24.9
1575251654521,61.2,24.9
1575251651156,61.2,25
1575251605653,61.2,25
1575251548164,61.1,25
1575251503616,60.8,25
1575251485464,60.9,25.1
1575251452716,60.8,25
1575251403825,60.8,25.1
1575251383230,60.8,25.1
1575251342218,60.7,25.1
1575251322902,60.7,25.1
1575251308971,60.7,25.1
1575251291656,60.8,25.1
1575251288202,60.8,25.2
1575251266855,60.9,25.1
1575251242280,60.6,25.2
1575251235164,60.7,25
1575251203212,60.5,25.1
1575251190405,60.6,25.2
1575251141677,60.1,25
1575251129219,60,25.2
1575251077903,60,25.2
1575251074551,60,25.1
1575250986901,59.1,25.1
1575250951694,58.7,25.3
1575250928602,58.3,25.2
1575250865062,58.2,25.2
1575250814416,58,25.2
1575250806578,58.1,25.4
1575250732344,57.9,25.3
1575250718921,57.8,25.2
1575250618516,57.8,25.2
1575250573476,57.5,25.2
1575250506976,57.8,25.3
1575250495857,57.7,25.3
1575250343659,57.5,25.2
1575250301249,57.6,25.3
1575250297756,57.5,25.3
1575250283703,57.6,25.3
1575250210170,57.6,25.3
1575250188614,57.5,25.3
1575250167353,57.8,25.4
1575250058362,57.5,25.3
1575250051107,57.6,25.4
1575249973914,57.6,25.3
1575249952643,57.6,25.4
1575249894955,57.6,25.3
1575249888304,57.6,25.3
1575249699824,57.5,25.4
1575249677664,57.3,25.4
1575249642880,57.3,25.5
1575249600750,57.4,25.4
1575249520662,57.3,25.4
1575249495794,57.3,25.4
1575249298036,57.4,25.4
1575249294599,57.5,25.4
1575249264604,57.4,25.4
1575249103458,57.3,25.4
1575249085567,57.3,25.5
1575249078406,57.3,25.4
1575249023923,57.2,25.4
1575249018684,57.1,25.5
1575248987797,57.5,25.4
1575248937066,57.1,25.4
1575248922855,57.3,25.5
1575248905450,56.9,25.4
1575248883855,57.1,25.4
1575248859900,57.4,25.4
1575248842915,57.2,25.4
1575248805140,56.9,25.4
1575248756190,57.1,25.5
1575248723813,57.2,25.5
1575248702575,57.3,25.6
1575248688573,57.1,25.4
1575248652901,57.3,25.4
1575248621067,56.8,25.4
1575248568248,57.1,25.5
1575248524625,57,25.4
1575248449165,57.1,25.5
1575248396953,57.1,25.5
1575248366813,57.2,25.6
1575248354522,56.8,25.5
1575248351104,56.8,25.5
1575248298754,57.2,25.5
1575248284667,57.3,25.6
1575248205004,57,25.6
1575248170397,57,25.5
1575248108403,56.8,25.5
1575248087552,56.9,25.5
1575248054011,57,25.6
1575248032100,56.8,25.6
1575248026458,56.9,25.5
1575247900855,56.9,25.6
1575247840864,57.1,25.5
1575247829946,56.9,25.6
1575247822982,57,25.6
1575247773106,56.9,25.6
1575247730000,56.9,25.6
1575247676455,56.7,25.6
1575247641328,56.8,25.5
1575247637606,56.7,25.6
1575247620009,56.7,25.6
1575247583727,56.7,25.6
1575247494392,56.4,25.5
1575247457810,56.7,25.5
1575247449262,56.7,25.6
1575247411296,56.6,25.6
1575247375598,56.6,25.5
1575247351283,56.6,25.5
1575247330510,56.7,25.6
1575247305795,56.8,25.6
1575247302272,56.8,25.6
1575247270496,56.9,25.6
1575247247852,56.8,25.5
1575247237701,56.7,25.6
1575247224057,56.8,25.5
1575247171312,56.8,25.6
1575247137863,56.6,25.7
1575247081383,56.7,25.6
1575246910486,56.4,25.6
1575246851489,56.3,25.7
1575246823067,56.2,25.5
1575246714953,56.4,25.6
1575246697491,56.6,25.6
1575246653345,56.2,25.6
1575246619179,56.4,25.6
1575246601348,56.4,25.6
1575246573186,56.5,25.6
1575246530625,56.9,25.5
1575246522870,56.8,25.6
1575246519322,56.7,25.6
1575246501798,56.7,25.7
1575246448968,56.3,25.7
1575246400798,56.1,25.6
1575246365683,56.2,25.6
1575246332221,56.4,25.6
1575246307767,56.5,25.6
1575246283553,56.4,25.6
1575246266288,56.2,25.6
1575246245546,56.1,25.6
1575246228801,56,25.6
1575246180924,56.1,25.7
1575246170705,56.2,25.6
1575246102267,56.1,25.6
1575245889893,56.7,25.7
1575245856593,56.6,25.6
1575245809110,56.6,25.7
1575245767135,56.5,25.6
1575245756791,56.6,25.7
1575245718131,56.6,25.6
1575245710654,56.6,25.7
1575245675662,56.5,25.7
1575245615457,56.4,25.6
1575245571116,56.4,25.7
1575245506789,56.5,25.6
1575245499604,56.8,25.7
1575245485055,56.6,25.6
1575245410678,56.5,25.7
1575245368757,56.7,25.7
1575245249700,56.5,25.6
1575245116808,56.3,25.7
1575245073141,56.3,25.7
1575245020465,56.3,25.7
1575244888502,55.8,25.7
1575244844302,56,25.7
1575244830770,56.2,25.8
1575244785804,56.4,25.7
1575244745550,56.2,25.8
1575244679892,56.2,25.7
1575244562993,56.3,25.8
1575244536549,56.1,25.7
1575244519204,55.9,25.7
1575244500758,56,25.7
1575244493695,55.9,25.7
1575244457916,56,25.7
1575244404138,56,25.7
1575244389550,56,25.6
1575244385934,55.9,25.8
1575244339489,55.8,25.7
1575244311042,55.6,25.7
1575244293558,55.5,25.7
1575244289838,55.5,25.7
1575244258182,55.5,25.7
1575244254631,55.6,25.8
1575244200101,56,25.8
1575244179582,56.2,25.7
1575244172270,56.1,25.7
1575244149318,56.1,25.8
1575244114935,56,25.8
1575244072741,55.8,25.7
1575244053933,55.6,25.8
1575244046805,55.7,25.7
1575243852540,55.9,25.7
1575243845306,55.8,25.7
1575243781579,56,25.7
1575243757140,55.9,25.8
1575243732746,56,25.7
1575243712344,56,25.8
1575243606785,55.9,25.7
1575243585588,56,25.8
1575243559100,56.2,25.8
1575243555424,56.1,25.8
1575243457123,56.1,25.7
1575243439002,56.1,25.7
1575243403749,55.9,25.7
1575243389139,56,25.9
1575243324350,55.9,25.7
1575243313625,55.9,25.9
1575243234401,56,25.8
1575243223752,55.8,25.8
1575243181920,55.8,25.8
1575243139506,55.9,25.8
1575243065501,55.9,25.7
1575243047870,55.7,25.8
1575242991621,55.5,25.9
1575242962788,55.4,25.8
1575242839282,55.7,25.8
1575242777436,55.7,25.8
1575242756092,55.8,25.9
1575242700231,56,25.8
1575242689474,56.1,25.8
1575242686073,56.2,25.9
1575242595515,55.6,25.8
1575242560994,56.1,25.9
1575242557687,56,26
1575242533653,56,25.9
1575242462496,55.7,25.8
1575242422032,56.1,25.8
1575242418739,56.1,25.8
1575242389729,55.8,25.9
1575242311858,55.8,25.9
1575242273320,56,25.8
1575242241654,56,25.9
1575242220429,55.8,26
1575242133331,55.5,25.8
1575242108404,55.6,25.9
1575242064529,55.3,25.9
1575241869623,55.3,26
1575241805594,55.1,25.9
1575241794278,55.3,25.9
1575241684383,55,26
1575241537837,55.2,26
1575241405732,55.2,26
1575241347677,55.1,25.9
1575241297964,55.5,26
1575241204261,55.2,26.1
1575241050427,55.2,26.1
1575240949426,55,26.1
1575240910631,55.1,26
1575240804270,54.9,26.1
1575240651436,54.7,26.1
1575240642996,54.7,26.1
1575240624207,54.7,26.2
1575240558837,54.7,26.2
1575240551938,54.7,26.2
1575240512875,54.6,26.2
1575240489699,54.7,26.2
1575240421567,54.7,26.2
1575240407925,54.6,26.2
1575240341971,54.6,26.2
1575240310785,54.7,26.2
1575240247864,54.5,26.2
1575240184984,54.3,26.2
1575240163790,54.4,26.2
