code.py output:
Simulation enabled: streaming sim_data.csv
Waiting for connection.
Connection received.
9939608,21.500000,78.200,17.541,3.959
9940608,21.500000,78.000,17.500,4.000
9941608,21.500000,78.400,17.581,3.919
9942608,21.500000,77.900,17.480,4.020
9943608,21.500000,77.500,17.398,4.102
9944608,21.399994,77.600,17.322,4.078
9945608,21.399994,77.400,17.281,4.119
9946608,21.399994,77.400,17.281,4.119
9947608,21.299995,78.300,17.367,3.933
9948608,21.299995,78.200,17.347,3.953
9949608,21.299995,78.600,17.427,3.873
9950608,21.299995,78.500,17.407,3.893
9951608,21.399994,79.100,17.625,3.775
9952608,21.299995,78.900,17.488,3.812
9953608,21.299995,78.800,17.468,3.832
9954608,21.299995,78.700,17.447,3.853
9955608,21.199997,78.900,17.391,3.809
9956608,21.199997,79.000,17.411,3.789
9957608,21.299995,79.500,17.608,3.692
9958608,21.199997,79.800,17.570,3.630
9959608,21.199997,79.100,17.431,3.769
9960608,21.199997,79.400,17.491,3.709
9961608,21.099998,80.200,17.552,3.548
9962608,21.199997,79.300,17.471,3.729
9963608,21.199997,79.100,17.431,3.769
9964608,21.099998,79.200,17.354,3.746
9965608,21.199997,79.100,17.431,3.769
9966608,21.199997,78.900,17.391,3.809
9967608,21.099998,80.100,17.533,3.567
9968608,21.199997,80.500,17.709,3.491
9969608,21.199997,80.000,17.610,3.590
9970608,21.000000,80.600,17.534,3.466
9971608,21.199997,79.000,17.411,3.789
9972608,21.199997,79.200,17.451,3.749
9973608,21.099998,79.400,17.393,3.707
9974608,21.099998,79.200,17.354,3.746
9975608,21.099998,80.800,17.671,3.429
9976608,21.099998,81.600,17.827,3.273
9977608,21.199997,80.800,17.768,3.432
9978608,21.099998,80.600,17.631,3.469
9979608,21.099998,80.500,17.612,3.488
9980608,21.099998,80.200,17.552,3.548
9981608,21.099998,80.500,17.612,3.488
9982608,21.099998,81.000,17.710,3.390
9983608,21.000000,82.200,17.846,3.154
9984608,21.000000,80.000,17.416,3.584
9985608,21.000000,80.100,17.435,3.565
9986608,21.000000,82.100,17.827,3.173
9987608,21.000000,82.700,17.943,3.057
9988608,21.000000,83.300,18.058,2.942
9989608,21.000000,83.700,18.134,2.866
9990608,20.899994,83.400,17.979,2.921
9991612,20.899994,83.200,17.941,2.959
9992608,21.000000,82.900,17.981,3.019
9993608,20.899994,82.800,17.864,3.036
9994608,21.000000,83.100,18.019,2.981
9995608,20.799995,82.600,17.728,3.072
9996608,21.000000,82.500,17.904,3.096
9997608,20.899994,83.800,18.055,2.845
9998608,20.799995,83.200,17.843,2.957
9999608,20.799995,81.600,17.535,3.265
10000608,20.699997,81.000,17.320,3.380
10001608,20.799995,81.200,17.457,3.343
10002608,20.899994,81.700,17.652,3.248
10003608,20.799995,82.500,17.709,3.091
10004608,20.699997,83.100,17.726,2.974
10005608,20.799995,82.500,17.709,3.091
10006608,20.799995,82.300,17.670,3.130
10007608,20.799995,82.100,17.632,3.168
10008608,20.799995,84.100,18.014,2.786
10009608,20.799995,84.300,18.052,2.748
10010608,20.799995,84.600,18.108,2.692
10011608,20.699997,84.400,17.973,2.727
10012608,20.699997,84.300,17.954,2.746
10013608,20.799995,84.200,18.033,2.767
10014608,20.699997,84.100,17.916,2.784
10015608,20.599998,83.700,17.743,2.857
10016608,20.799995,83.200,17.843,2.957
10017608,20.699997,83.600,17.821,2.879
10018608,20.699997,81.800,17.476,3.224
10019608,20.699997,81.800,17.476,3.224
10020608,20.699997,82.400,17.592,3.108
10021608,20.699997,82.500,17.611,3.089
10022608,20.699997,82.800,17.669,3.031
10023608,20.699997,83.200,17.745,2.955
10024608,20.799995,83.000,17.805,2.995
10025608,20.699997,82.400,17.592,3.108
10026608,20.699997,82.300,17.572,3.128
10027608,20.699997,81.800,17.476,3.224
10028608,20.699997,81.900,17.495,3.205
10029608,20.799995,81.600,17.535,3.265
10030608,20.699997,81.600,17.437,3.263
10031608,20.699997,81.600,17.437,3.263
10032608,20.699997,81.500,17.418,3.282
10033608,20.699997,82.000,17.515,3.185
10034608,20.699997,82.800,17.669,3.031
10035608,20.699997,83.400,17.783,2.917
10036608,20.699997,83.400,17.783,2.917
10037608,20.699997,81.900,17.495,3.205
10038608,20.699997,81.800,17.476,3.224
10039608,20.699997,81.900,17.495,3.205
